"ID","Type","Censored","Collection Date","Divergence","Estimated Date","Date Difference"
"DNA1","PBMC",1,7.5,0.001428571358,-1.32982755361307,-8.82982755361307
"RNA1","PLASMA",0,0,0.014285713588,-0.570873602448587,-0.570873602448587
"RNA5","PLASMA",0,1.666666666,0.071428567928,2.80225506847531,1.13558840247531
"DNA3","PBMC",1,7.5,0.055714282986,1.87464468405978,-5.62535531594022
"RNA2","PLASMA",0,0,0.028571427174,0.272408565341417,0.272408565341417
"DNA2","PBMC",1,7.5,0.046285712113,1.31807845885301,-6.18192154114699
"RNA3","PLASMA",0,1.666666666,0.0414285693953,1.03136251599234,-0.63530415000766
"RNA4","PLASMA",0,1.666666666,0.052142854587,1.66382414196471,-0.00284252403529117
"DNA4","PBMC",1,7.5,0.090999987344,3.95755115449134,-3.54244884550866
"RNA6","PLASMA",0,4.166666666,0.085714281513,3.64553723620628,-0.521129429793716
"RNA7","PLASMA",0,4.166666666,0.099999995107,4.48881940446853,0.322152738468527
