"ID","Type","Censored","Collection Date","Divergence","Estimated Date","Date Difference"
"AY824151_env_DPI_313","RNA",0,313,0.0203277716885,624.636433958765,311.636433958765
"AY824150_env_DPI_313","RNA",0,313,0.0140429417575,330.553308487851,17.5533084878508
"AY824149_env_DPI_313","RNA",0,313,0.0111574042435,195.531692931474,-117.468307068526
"AY824145_env_DPI_313","RNA",0,313,0.0170231285215,470.003802401967,157.003802401967
"AY824144_env_DPI_313","RNA",0,313,0.0111399396105,194.714478477904,-118.285521522096
"AY824138_env_DPI_61","RNA",0,61,0.0082458983305,59.2949501520477,-1.7050498479523
"AY824148_env_DPI_313","RNA",0,313,0.011164150567,195.847370510995,-117.152629489005
"AY824139_env_DPI_61","RNA",0,61,0.0140835290245,332.452489605674,271.452489605674
"AY824141_env_DPI_61","RNA",0,61,0.0111398866565,194.712000625998,133.712000625998
"AY824147_env_DPI_313","RNA",0,313,0.011136921018,194.573230882238,-118.426769117762
"AY824143_env_DPI_124","RNA",0,124,0.008358390189,64.5587293952273,-59.4412706047727
"AY824140_env_DPI_61","RNA",0,61,0.0006127697466,-297.878487430139,-358.878487430139
