"ID","Type","Censored","Collection Date","Divergence","Estimated Date","Date Difference"
"AY824145_env_DPI_313","RNA",1,313,0.01505458536,456.372443626057,143.372443626057
"AY824149_env_DPI_313","RNA",1,313,0.009251962759,59.6290343560783,-253.370965643922
"AY824150_env_DPI_313","RNA",0,313,0.01213481892,256.738903530233,-56.2610964697673
"AY824151_env_DPI_313","RNA",0,313,0.018431382226,687.254579713649,374.254579713649
"AY824138_env_DPI_61","RNA",1,61,0.0063620259255,-137.964962485985,-198.964962485985
"AY824147_env_DPI_313","RNA",1,313,0.009247203888,59.3036554998882,-253.696344500112
"AY824139_env_DPI_61","RNA",0,61,0.012146540299,257.540330778837,196.540330778837
"AY824148_env_DPI_313","RNA",0,313,0.0092560587695,59.9090913720033,-253.090908627997
"AY824144_env_DPI_313","RNA",1,313,0.009245210955,59.1673924534632,-253.832607546537
"AY824141_env_DPI_61","RNA",0,61,0.009245210964,59.1673930688213,-1.8326069311787
"AY824143_env_DPI_124","RNA",0,124,0.006396464372,-135.610298463545,-259.610298463545
"AY824140_env_DPI_61","RNA",1,61,0.002347868958,-412.425397041271,-473.425397041271
