"ID","Type","Censored","Collection Date","Divergence","Estimated Date","Date Difference"
"t6","Training",0,2950.48051135251,0.8774227046971,3863.60890876346,913.128397410948
"t58","Training",0,2906.66051274325,0.8555168052371,3710.47801145458,803.817498711329
"t87","Training",0,2498.47557571699,0.8065357331671,3368.08095394385,869.605378226856
"t42","Training",0,497.85671551188,0.7084078773751,2682.12844896393,2184.27173345205
"t20","Training",0,2955.34962188885,0.9139479166795,4118.93458007291,1163.58495818406
"t91","Training",0,2946.29175732249,0.8726566294695,3830.29215874474,884.000401422249
"t31","Training",0,1564.4053006845,0.7390085406995,2896.03918299558,1331.63388231108
"t90","Training",0,2444.89933834673,0.5571921455805,1625.07070343706,-819.828634909674
"t25","Training",0,2498.47557571699,0.56846195693,1703.85114007705,-794.624435639935
"t51","Training",0,2420.10297819414,0.550779463236,1580.24351871619,-839.859459477948
"t95","Training",0,2601.67885037461,0.5785436942735,1774.3264697325,-827.352380642107
"t94","Training",0,2522.28850120878,0.5635593267835,1669.57981719082,-852.708684017961
"t67","Training",0,2946.29175732249,0.6416096468635,2215.18241026944,-731.109347053048
"t75","Training",0,2245.3203649382,0.7155641665135,2732.15373914505,486.833374206848
"t88","Training",0,2358.62541624902,0.7088937713735,2685.52504010175,326.899623852735
"t69","Training",0,2869.91292993971,0.6513409915535,2283.20835675581,-586.704573183901
"t36","Training",0,2307.74301268318,0.5128854835425,1315.34961998969,-992.393392693485
"t33","Training",0,1695.55552550677,0.6998523556265,2622.32196967733,926.76644417056
"t14","Training",0,2984.18344084644,0.658783847747,2335.23686394095,-648.94657690549
"t83","Training",0,230.451541177227,0.674964789763,2448.34804546251,2217.89650428528
"t74","Training",0,1773.80874004446,0.674117653173,2442.42622579896,668.6174857545
"t11","Training",0,2290.37847725892,0.7148412267535,2727.10010442207,436.721627163153
"t38","Training",0,2881.12858616835,0.787162014528,3232.6510016229,351.522415454553
"t55","Training",0,2552.25136119523,0.769016364628,3105.80573528205,553.554374086815
"t50","Training",0,2912.35085824599,0.799430563488,3318.41300899234,406.062150746353
"t12","Training",0,2889.40289167604,0.775569340968,3151.61363049403,262.210738817994
"t98","Training",0,1071.96962283601,0.6688151865278,2405.35988771901,1333.390264883
"t43","Training",0,2777.71572939235,0.7937766423678,3278.88986519125,501.174135798901
"t99","Training",0,2472.87196434175,0.7739937184685,3140.59940632994,667.727441988193
"t77","Training",0,2522.28850120878,0.7922139433465,3267.96598124883,745.677480040051
"t76","Training",0,2869.91292993971,0.8029975852765,3343.34790144863,473.43497150892
"t54","Training",0,2315.17371055885,0.7692503089375,3107.44109849091,792.267387932063
"t100","Training",0,2307.74301268318,0.7396313206895,2900.39266132999,592.649648646806
"t32","Training",0,2950.48051135251,0.654005745337,2301.83603916254,-648.644472189973
"t92","Training",0,2423.56237085167,0.5494674143965,1571.07177863437,-852.490592217303
"t64","Training",0,2358.62541624902,0.51126141206,1303.99671828104,-1054.62869796798
"t60","Training",0,2669.87302286879,0.566842299388,1692.52909355747,-977.343929311323
"t30","Training",0,2889.40289167604,0.594070008701,1882.8615456158,-1006.54134606024
"t46","Training",0,2458.72441308415,0.709890940889,2692.49564922723,233.771236143079
"t22","Training",0,2343.23404773825,0.685793626769,2524.04589711057,180.811849372316
"t66","Training",0,2420.10297819414,0.692595213969,2571.59168051756,151.488702323422
"t37","Training",0,2423.56237085167,0.706809493832,2670.95511610692,247.392745255252
"t40","Training",0,2896.24463219108,0.615270772472,2031.06326569649,-865.181366494588
"t13","Training",0,2881.12858616835,0.603528806112,1948.98227887554,-932.146307292815
"t78","Training",0,2848.31246624376,0.588445653189,1843.54507710423,-1004.76738913953
"t97","Training",0,2590.42690738928,0.567887150447,1699.833015522,-890.593891867277
"t39","Training",0,2521.4011117788,0.550966290561,1581.5495155766,-939.851596202204
"t96","Training",0,2486.41463951147,0.536097753718,1477.6125650489,-1008.80207446257
"t82","Training",0,2458.72441308415,0.537592702678,1488.06284927913,-970.661563805024
"t4","Training",0,2245.3203649382,0.5189230884455,1357.55486511469,-887.765499823507
"t68","Training",0,1773.80874004446,0.4283941097145,724.721514863644,-1049.08722518082
"t70","Training",0,2217.39686932182,0.5058975610705,1266.50127936729,-950.89558995453
"t15","Training",0,2214.53706674518,0.5233332465755,1388.38361391609,-826.153452829092
"t85","Training",0,1695.55552550677,0.407130207732,576.078433724063,-1119.47709178271
"t80","Training",0,2552.25136119523,0.5834155010776,1808.38232526994,-743.869035925292
"t63","Training",0,2343.23404773825,0.5527153487576,1593.77612382794,-749.457923910308
"t17","Training",0,2315.17371055885,0.5764666592661,1759.80717391423,-555.366536644621
"t86","Training",0,2500.08087051347,0.6183175323761,2052.36132190512,-447.719548608354
"t27","Training",0,2472.87196434175,0.5831040303461,1806.20502172268,-666.666942619066
