"ID","Type","Censored","Collection Date","Divergence","Estimated Date","Date Difference"
"p8c065.AF138489_PBMC_1886","PBMC",1,1886,0.199988507671,-8943.49344483849,-10829.4934448385
"p8c065.AF138493_PBMC_1886","PBMC",1,1886,0.19763822207,-8550.56736081293,-10436.5673608129
"p8c065.AF138488_PBMC_1886","PBMC",1,1886,0.2023679027075,-9341.28611039538,-11227.2861103954
"p8c065.AF138487_PBMC_1886","PBMC",1,1886,0.211913063715,-10937.0678036818,-12823.0678036818
"P8P065_18.AF204668_PLASMA_1886","PLASMA",0,1886,0.202368817263,-9341.43900786074,-11227.4390078607
"p8c065.AF138491_PBMC_1886","PBMC",1,1886,0.1952849992825,-8157.15023127826,-10043.1502312783
"p8c095.AF138523_PBMC_2799","PBMC",1,2799,0.23718698573,-15162.4194805571,-17961.4194805571
"p8c059.AF138481_PBMC_1704","PBMC",1,1704,0.19914617154,-8802.66977760152,-10506.6697776015
"p8c065.AF138492_PBMC_1886","PBMC",1,1886,0.195263812754,-8153.60821933127,-10039.6082193313
"p8c046.AF138463_PBMC_1308","PBMC",1,1308,0.18809736631,-6955.50542858036,-8263.50542858036
"P8P041_06.AF204654_PLASMA_1156","PLASMA",0,1156,0.18819245049,-6971.40181771889,-8127.40181771889
"p8c053.AF138470_PBMC_1521","PBMC",1,1521,0.187820070913,-6909.14655440134,-8430.14655440134
"p8c059.AF138478_PBMC_1704","PBMC",1,1704,0.185362545804,-6498.29192589875,-8202.29192589875
"p8c059.AF138483_PBMC_1704","PBMC",1,1704,0.18796235535,-6932.93398969193,-8636.93398969193
"p8c059.AF138482_PBMC_1704","PBMC",1,1704,0.1999694837515,-8940.31298277517,-10644.3129827752
"P8P041_07.AF204655_PLASMA_1156","PLASMA",0,1156,0.1804732081825,-5680.88135916702,-6836.88135916702
"P8P041_11.AF204657_PLASMA_1156","PLASMA",0,1156,0.1923909062885,-7673.30919236182,-8829.30919236182
"P8P041_04.AF204652_PLASMA_1156","PLASMA",0,1156,0.180469832969,-5680.31708330933,-6836.31708330933
"p8c041.AF138460_PBMC_1156","PBMC",1,1156,0.1765735991745,-5028.93586960938,-6184.93586960938
"p8c041.AF138458_PBMC_1156","PBMC",1,1156,0.1739988264925,-4598.47952559579,-5754.47952559579
"p8c041.AF138453_PBMC_1156","PBMC",1,1156,0.1689973397845,-3762.31961990426,-4918.31961990426
"p8c041.AF138454_PBMC_1156","PBMC",1,1156,0.166466662941,-3339.2353183081,-4495.2353183081
"P8P041_05.AF204653_PLASMA_1156","PLASMA",0,1156,0.168601055687,-3696.06794456489,-4852.06794456489
"p8c029.AF138438_PBMC_791","PBMC",1,791,0.143216997327,547.696576575538,-243.303423424462
"p8c017.AF138434_PBMC_426","PBMC",1,426,0.1531022561235,-1104.94343740203,-1530.94343740203
"p8c003.AF138414_PBMC_0","PBMC",1,0,0.14629474108,33.1523867179967,33.1523867179967
"p8c003.AF138415_PBMC_0","PBMC",1,0,0.1488188545985,-388.834643300048,-388.834643300048
"p8c003.AF138417_PBMC_0","PBMC",1,0,0.1511875998095,-784.84684684523,-784.84684684523
"P8P017_08.AF204645_PLASMA_426","PLASMA",0,426,0.185200955,-6471.27680833037,-6897.27680833037
"P8P017_07.AF204644_PLASMA_426","PLASMA",0,426,0.16676998329,-3389.94510306239,-3815.94510306239
"p8c010.AF138424_PBMC_213","PBMC",1,213,0.158608692296,-2025.52194125557,-2238.52194125557
"p8c010.AF138423_PBMC_213","PBMC",1,213,0.151216475463,-789.674344170922,-1002.67434417092
"p8c003.AF138418_PBMC_0","PBMC",1,0,0.1462937410795,33.3195690724824,33.3195690724824
"p8c003.AF138412_PBMC_0","PBMC",1,0,0.148744047892,-376.328288229248,-376.328288229248
"p8c003.AF138413_PBMC_0","PBMC",1,0,0.148744047892,-376.328288229248,-376.328288229248
"p8c010.AF138428_PBMC_213","PBMC",1,213,0.151197556102,-786.511362435067,-999.511362435067
"p8c010.AF138420_PBMC_213","PBMC",1,213,0.151197556102,-786.511362435067,-999.511362435067
"p8c017.AF138436_PBMC_426","PBMC",1,426,0.161071319206,-2437.22950043499,-2863.22950043499
"p8c017.AF138432_PBMC_426","PBMC",1,426,0.15862842268,-2028.8205116583,-2454.8205116583
"p8c017.AF138430_PBMC_426","PBMC",1,426,0.1610723170795,-2437.39632719278,-2863.39632719278
"p8c010.AF138419_PBMC_213","PBMC",1,213,0.1587009659835,-2040.94846587562,-2253.94846587562
"P8P017_02.AF204640_PLASMA_426","PLASMA",0,426,0.171859650807,-4240.84727665184,-4666.84727665184
"p8c029.AF138444_PBMC_791","PBMC",1,791,0.191115722796,-7460.12112027863,-8251.12112027863
"p8c029.AF138440_PBMC_791","PBMC",1,791,0.183567799149,-6198.24210443573,-6989.24210443573
"p8c029.AF138439_PBMC_791","PBMC",1,791,0.1885602009165,-7032.88316914353,-7823.88316914353
"p8c029.AF138441_PBMC_791","PBMC",1,791,0.186063125351,-6615.41640550835,-7406.41640550835
"p8c017.AF138435_PBMC_426","PBMC",1,426,0.17393859874,-4588.41051316197,-5014.41051316197
"P8P017_05.AF204643_PLASMA_426","PLASMA",0,426,0.18252867813,-6024.51949274523,-6450.51949274523
"P8P017_15.AF204649_PLASMA_426","PLASMA",0,426,0.174274404583,-4644.55129657431,-5070.55129657431
"p8c029.AF138437_PBMC_791","PBMC",1,791,0.182243767783,-5976.88753393246,-6767.88753393246
"p8c003.AF138416_PBMC_0","PBMC",1,0,0.148740012539,-375.653648750857,-375.653648750857
"p8c010.AF138422_PBMC_213","PBMC",1,213,0.148731660008,-374.257253650561,-587.257253650561
"p8c017.AF138433_PBMC_426","PBMC",1,426,0.156140568731,-1612.89543881092,-2038.89543881092
"p8c017.AF138429_PBMC_426","PBMC",1,426,0.15610676854,-1607.24464612288,-2033.24464612288
"p8c017.AF138431_PBMC_426","PBMC",1,426,0.1487305003875,-374.06338566199,-800.06338566199
"p8c010.AF138427_PBMC_213","PBMC",1,213,0.151782479138,-884.300123891993,-1097.30012389199
"p8c010.AF138421_PBMC_213","PBMC",1,213,0.1543991673705,-1321.76400482396,-1534.76400482396
"p8c010.AF138426_PBMC_213","PBMC",1,213,0.163962738106,-2920.62347824395,-3133.62347824395
"P8P017_04.AF204642_PLASMA_426","PLASMA",0,426,0.1638161520355,-2896.11688609627,-3322.11688609627
"p8c035.AF138447_PBMC_974","PBMC",1,974,0.1542983290085,-1304.90561847153,-2278.90561847153
"P8P017_14.AF204648_PLASMA_426","PLASMA",0,426,0.1614649264685,-2503.03365642027,-2929.03365642027
"P8P017_09.AF204646_PLASMA_426","PLASMA",0,426,0.1484352316155,-324.699681834842,-750.699681834842
"p8c035.AF138450_PBMC_974","PBMC",1,974,0.1565740075145,-1685.35871893016,-2659.35871893016
"P8P017_03.AF204641_PLASMA_426","PLASMA",0,426,0.149275375306,-465.156811890221,-891.156811890221
"P8P017_10.AF204647_PLASMA_426","PLASMA",0,426,0.157095850213,-1772.60156631504,-2198.60156631504
"p8c029.AF138442_PBMC_791","PBMC",1,791,0.15743747069,-1829.71445344393,-2620.71445344393
"p8c029.AF138443_PBMC_791","PBMC",1,791,0.157354085594,-1815.77394373591,-2606.77394373591
"p8c041.AF138457_PBMC_1156","PBMC",1,1156,0.149889178885,-567.773888110543,-1723.77388811054
"p8c035.AF138445_PBMC_974","PBMC",1,974,0.170403117747,-3997.34077204829,-4971.34077204829
"p8c035.AF138452_PBMC_974","PBMC",1,974,0.167856734173,-3571.63058357881,-4545.63058357881
"p8c035.AF138446_PBMC_974","PBMC",1,974,0.1678381040765,-3568.51596173896,-4542.51596173896
"p8c041.AF138456_PBMC_1156","PBMC",1,1156,0.1604961256065,-2341.06732826667,-3497.06732826667
"p8c041.AF138455_PBMC_1156","PBMC",1,1156,0.1317066572305,2472.02137267511,1316.02137267511
"p8c035.AF138448_PBMC_974","PBMC",1,974,0.1290574270125,2914.92569664238,1940.92569664238
"p8c035.AF138451_PBMC_974","PBMC",1,974,0.118587442093,4665.32155171436,3691.32155171436
"P8P041_02.AF204651_PLASMA_1156","PLASMA",0,1156,0.1308370261495,2617.40827163703,1461.40827163703
"P8P041_01.AF204650_PLASMA_1156","PLASMA",0,1156,0.1209128363665,4276.55685634583,3120.55685634583
"p8c095.AF138528_PBMC_2799","PBMC",1,2799,0.1464361428525,9.51251728294301,-2789.48748271706
"p8c046.AF138468_PBMC_1308","PBMC",1,1308,0.1200774115545,4416.22507357751,3108.22507357751
"p8c046.AF138464_PBMC_1308","PBMC",1,1308,0.1243588543415,3700.44374574246,2392.44374574246
"p8c046.AF138466_PBMC_1308","PBMC",1,1308,0.1243724692615,3698.16757249881,2390.16757249881
"p8c035.AF138449_PBMC_974","PBMC",1,974,0.1114371715345,5860.72002119366,4886.72002119366
"p8c041.AF138459_PBMC_1156","PBMC",1,1156,0.1116250717645,5829.30643404069,4673.30643404069
"p8c046.AF138465_PBMC_1308","PBMC",1,1308,0.1065647005175,6675.3107906828,5367.3107906828
"p8c046.AF138462_PBMC_1308","PBMC",1,1308,0.1183612269845,4703.14070726401,3395.14070726401
"p8c053.AF138475_PBMC_1521","PBMC",1,1521,0.1177994238995,4797.06422280978,3276.06422280978
"p8c065.AF138490_PBMC_1886","PBMC",1,1886,0.1259680597995,3431.41312293838,1545.41312293838
"p8c053.AF138477_PBMC_1521","PBMC",1,1521,0.1057418240095,6812.88115395588,5291.88115395588
"p8c053.AF138476_PBMC_1521","PBMC",1,1521,0.1135203803925,5512.44443356592,3991.44443356592
"p8c053.AF138472_PBMC_1521","PBMC",1,1521,0.1108944457595,5951.45414873107,4430.45414873107
"p8c059.AF138486_PBMC_1704","PBMC",1,1704,0.0939448133695,8785.13218251631,7081.13218251631
"p8c059.AF138480_PBMC_1704","PBMC",1,1704,0.1014970312125,7522.53525323447,5818.53525323447
"p8c070.AF138503_PBMC_2038","PBMC",1,2038,0.1126958942135,5650.28390529218,3612.28390529218
"P8P065_01.AF204661_PLASMA_1886","PLASMA",0,1886,0.1129028293935,5615.68801197184,3729.68801197184
"P8P041_13.AF204659_PLASMA_1156","PLASMA",0,1156,0.0863447685045,10055.7249419462,8899.72494194623
"P8P041_09.AF204656_PLASMA_1156","PLASMA",0,1156,0.0690141738085,12953.0931191737,11797.0931191737
"P8P041_14.AF204660_PLASMA_1156","PLASMA",0,1156,0.0641996708275,13757.9926607651,12601.9926607651
"p8c046.AF138469_PBMC_1308","PBMC",1,1308,0.083669900117,10502.9155133121,9194.91551331208
"p8c046.AF138461_PBMC_1308","PBMC",1,1308,0.086144580756,10089.1927843457,8781.19278434569
"p8c046.AF138467_PBMC_1308","PBMC",1,1308,0.091805518173,9142.78441158063,7834.78441158063
"P8P041_12.AF204658_PLASMA_1156","PLASMA",0,1156,0.076462882918,11707.8010150158,10551.8010150158
"p8c053.AF138471_PBMC_1521","PBMC",1,1521,0.0889420176005,9621.51093999856,8100.51093999856
"p8c053.AF138474_PBMC_1521","PBMC",1,1521,0.0887859920485,9647.59564609947,8126.59564609947
