"ID","Type","Censored","Collection Date","Divergence","Estimated Date","Date Difference"
"p3c026.AF137924_PBMC_669","PBMC",1,669,0.003549774974,1074.34533514973,405.345335149729
"p3c026.AF137925_PBMC_669","PBMC",1,669,0.006598149235,1111.54390013467,442.543900134674
"p3c026.AF137921_PBMC_669","PBMC",1,669,0.0162173104335,1228.92416984791,559.92416984791
"p3c073.AF137976_PBMC_2099","PBMC",1,2099,0.0180113048275,1250.81584433867,-848.184155661325
"p3c073.AF137981_PBMC_2099","PBMC",1,2099,0.0179965684495,1250.63601992483,-848.363980075174
"p3c026.AF137918_PBMC_669","PBMC",1,669,0.0336409615815,1441.54072018293,772.540720182933
"p3c055.AF137950_PBMC_1551","PBMC",1,1551,0.0538663925825,1688.34670429868,137.346704298682
"p3c042.AF137948_PBMC_1156","PBMC",1,1156,0.0733102105115,1925.61485540493,769.614855404931
"p3c042.AF137945_PBMC_1156","PBMC",1,1156,0.0642236025115,1814.73320202493,658.733202024929
"p3c073.AF137973_PBMC_2099","PBMC",1,2099,0.0866370958575,2088.23957538517,-10.7604246148285
"p3c067.AF137960_PBMC_1916","PBMC",1,1916,0.1168048009135,2456.36869631672,540.368696316716
"p3c067.AF137966_PBMC_1916","PBMC",1,1916,0.0976878099355,2223.08873449915,307.088734499145
"p3c073.AF137979_PBMC_2099","PBMC",1,2099,0.0911620975645,2143.45706367337,44.4570636733743
"p3c073.AF137980_PBMC_2099","PBMC",1,2099,0.0873007397765,2096.33785969482,-2.66214030518267
"p3c073.AF137974_PBMC_2099","PBMC",1,2099,0.089223411788,2119.79975565672,20.7997556567179
"p3c073.AF137975_PBMC_2099","PBMC",1,2099,0.1028687210235,2286.31012442289,187.310124422891
"p3c080.AF137988_PBMC_2312","PBMC",1,2312,0.1016573625865,2271.52821390905,-40.4717860909527
"p3c085.AY348387_PLASMA_2464","PLASMA",0,2464,0.0952043979755,2192.78426619277,-271.215733807232
"p3c085.AY348386_PLASMA_2464","PLASMA",0,2464,0.1104541225575,2378.87292273455,-85.127077265448
"p3c085.AY348395_PLASMA_2464","PLASMA",0,2464,0.1041995460355,2302.54985631074,-161.450143689256
"p3c085.AY348391_PLASMA_2464","PLASMA",0,2464,0.108353946015,2353.24498242698,-110.755017573018
"p3c080.AF137992_PBMC_2312","PBMC",1,2312,0.0796750235905,2003.28311155224,-308.71688844776
"p3c091.AY348405_PLASMA_2646","PLASMA",0,2646,0.1336579345655,2662.02336128828,16.0233612882785
"p3c085.AY348392_PLASMA_2464","PLASMA",0,2464,0.119353070566,2487.46460717006,23.4646071700599
"p3c085.AY348393_PLASMA_2464","PLASMA",0,2464,0.12939016533,2609.94481788941,145.944817889405
"p3c085.AY348390_PLASMA_2464","PLASMA",0,2464,0.12978491409,2614.76184038873,150.761840388725
"p3c091.AY348397_PLASMA_2646","PLASMA",0,2646,0.1143391466355,2426.2809206574,-219.719079342597
